date,week,ao_id,q_user_id,user_id,ao,points,type,user_name,Team,FNGflag,backblast,units
2026-01-08,1,C02A0HGC4PR,U098XEDSKJN,U051330RY2J,ao-the-olympiad,3,1stf,Depends (3rdF Q),Prancer,0.0,Liberty Biberty’s Bootcamp,0.0
2026-01-08,1,C02A0HGC4PR,U098XEDSKJN,U056VUVJ63D,ao-the-olympiad,3,1stf,Napster,Rudolph,0.0,Liberty Biberty’s Bootcamp,0.0
2026-01-08,1,C02A0HGC4PR,U098XEDSKJN,U058T072X6G,ao-the-olympiad,3,1stf,GrubX (CMW),Cupid,0.0,Liberty Biberty’s Bootcamp,0.0
2026-01-08,1,C02A0HGC4PR,U098XEDSKJN,U05C8DP6YS0,ao-the-olympiad,3,1stf,Algorithm,Comet,0.0,Liberty Biberty’s Bootcamp,0.0
2026-01-08,1,C02A0HGC4PR,U098XEDSKJN,U07698FG143,ao-the-olympiad,3,1stf,Ricochet,Dancer,0.0,Liberty Biberty’s Bootcamp,0.0
2026-01-08,1,C02A0HGC4PR,U098XEDSKJN,U07RD0ACG80,ao-the-olympiad,3,1stf,Nemo,Prancer,0.0,Liberty Biberty’s Bootcamp,0.0
2026-01-08,1,C02A0HGC4PR,U098XEDSKJN,U08TD9DD6M6,ao-the-olympiad,3,1stf,Scuba Steve,Vixen,0.0,Liberty Biberty’s Bootcamp,0.0
2026-01-08,1,C02A0HGC4PR,U098XEDSKJN,U098XEDSKJN,ao-the-olympiad,3,1stf,Liberty Biberty,Prancer,0.0,Liberty Biberty’s Bootcamp,0.0
2026-01-26,4,C02AC8PS1T7,U016890PYHM,U016890PYHM,ao-the-colosseum,3,1stf,Bedpan,Donner,0.0,Chilly Run,0.0
2026-01-26,4,C02AC8PS1T7,U016890PYHM,U018098KAAC,ao-the-colosseum,3,1stf,Sparkler,Cupid,0.0,Chilly Run,0.0
2026-01-26,4,C02AC8PS1T7,U016890PYHM,U051330RY2J,ao-the-colosseum,3,1stf,Depends (3rdF Q),Prancer,0.0,Chilly Run,0.0
2026-01-26,4,C02AC8PS1T7,U016890PYHM,U05LL7ESE79,ao-the-colosseum,3,1stf,Cutler,Dancer,0.0,Chilly Run,0.0
2026-01-26,4,C02AC8PS1T7,U016890PYHM,U07KLPGENJ0,ao-the-colosseum,3,1stf,Just Dance,Blitzen,0.0,Chilly Run,0.0
2026-01-26,4,C02AC8PS1T7,U016890PYHM,U09D5VDKC85,ao-the-colosseum,3,1stf,Otto Man,Cupid,0.0,Chilly Run,0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U017QPPJVJ5,ao-the-colosseum,3,1stf,Bob Villa,Comet,0.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U019MT194E7,ao-the-colosseum,3,1stf,Jellystone,Dasher,0.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-23,3,C02AC8PS1T7,U019MT194E7,U019MT194E7,ao-the-colosseum,3,1stf,Jellystone,Dasher,0.0,Jelly’s Icy Pearls,0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-23,3,C02AC8PS1T7,U019MT194E7,U04RBT6T8RJ,ao-the-colosseum,3,1stf,Old Maid,Dasher,0.0,Jelly’s Icy Pearls,0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U051330RY2J,ao-the-colosseum,3,1stf,Depends (3rdF Q),Prancer,0.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U056VUVJ63D,ao-the-colosseum,3,1stf,Napster,Rudolph,0.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U05QD3D6ZK7,ao-the-colosseum,3,1stf,Caboose,Cupid,0.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-23,3,C02AC8PS1T7,U019MT194E7,U05QD3D6ZK7,ao-the-colosseum,3,1stf,Caboose,Cupid,0.0,Jelly’s Icy Pearls,0.0
2026-01-23,3,C02AC8PS1T7,U019MT194E7,U05TUKL5N87,ao-the-colosseum,3,1stf,Zimmer,Dasher,0.0,Jelly’s Icy Pearls,0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U06A1RN2DQF,ao-the-colosseum,3,1stf,Hank Hill,Prancer,0.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-23,3,C02AC8PS1T7,U019MT194E7,U06A1RN2DQF,ao-the-colosseum,3,1stf,Hank Hill,Prancer,0.0,Jelly’s Icy Pearls,0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U071GSVM24B,ao-the-colosseum,3,1stf,Spit Valve,Prancer,0.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-23,3,C02AC8PS1T7,U019MT194E7,U07RD0ACG80,ao-the-colosseum,3,1stf,Nemo,Prancer,0.0,Jelly’s Icy Pearls,0.0
2026-01-23,3,C02AC8PS1T7,U019MT194E7,U0995LDSXNC,ao-the-colosseum,3,1stf,Party in a bottle,Dancer,0.0,Jelly’s Icy Pearls,0.0
2026-01-14,2,C02AC8PS1T7,U019MT194E7,U09RGQD77N1,ao-the-colosseum,3,1stf,Circuit City,Prancer,1.0,"Yo Mama so Fat, Heavy Ruck Club",0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U016890PYHM,ao-the-colosseum,3,1stf,Bedpan,Donner,0.0,Foundation Fun Run,0.0
2026-01-09,1,C02AC8PS1T7,U019Y7P6XPF,U017E4NMFQV,ao-the-colosseum,3,1stf,Hanger,Donner,0.0,Foundation’s Pearls,0.0
2026-01-10,1,C02AC8PS1T7,U019Y7P6XPF,U017E4NMFQV,ao-the-colosseum,3,1stf,Hanger,Donner,0.0,Foundation’s Tabata of suck it up!,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U017Q6TF0TB,ao-the-colosseum,3,1stf,Gopher,Blitzen,0.0,Foundation Fun Run,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U017X9WAQ9Y,ao-the-colosseum,3,1stf,BoilerUp,Rudolph,0.0,Foundation Fun Run,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U019Y7P6XPF,ao-the-colosseum,3,1stf,Foundation,Blitzen,0.0,Foundation Fun Run,0.0
2026-01-09,1,C02AC8PS1T7,U019Y7P6XPF,U019Y7P6XPF,ao-the-colosseum,3,1stf,Foundation,Blitzen,0.0,Foundation’s Pearls,0.0
2026-01-10,1,C02AC8PS1T7,U019Y7P6XPF,U019Y7P6XPF,ao-the-colosseum,3,1stf,Foundation,Blitzen,0.0,Foundation’s Tabata of suck it up!,0.0
2026-01-30,4,C02AC8PS1T7,U019Y7P6XPF,U019Y7P6XPF,ao-the-colosseum,3,1stf,Foundation,Blitzen,0.0,Foundation’s Friday Burner,0.0
2026-02-06,5,C02AC8PS1T7,U019Y7P6XPF,U019Y7P6XPF,ao-the-colosseum,3,1stf,Foundation,Blitzen,0.0,Foundation’s Friday Ladder,0.0
2026-01-30,4,C02AC8PS1T7,U019Y7P6XPF,U01APFBACP8,ao-the-colosseum,3,1stf,Morticia,Blitzen,0.0,Foundation’s Friday Burner,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,Foundation Fun Run,0.0
2026-01-10,1,C02AC8PS1T7,U019Y7P6XPF,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,Foundation’s Tabata of suck it up!,0.0
2026-02-06,5,C02AC8PS1T7,U019Y7P6XPF,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,Foundation’s Friday Ladder,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U02A96W697X,ao-the-colosseum,3,1stf,Dauber,Comet,0.0,Foundation Fun Run,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U02LGCKH24W,ao-the-colosseum,3,1stf,Sensodyne,Prancer,0.0,Foundation Fun Run,0.0
2026-02-06,5,C02AC8PS1T7,U019Y7P6XPF,U03FQ2U8UJK,ao-the-colosseum,3,1stf,Mapquest,Rudolph,0.0,Foundation’s Friday Ladder,0.0
2026-01-10,1,C02AC8PS1T7,U019Y7P6XPF,U03SX99V3PU,ao-the-colosseum,3,1stf,Meta,Comet,0.0,Foundation’s Tabata of suck it up!,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U04H6HMNPH9,ao-the-colosseum,3,1stf,Cinderella,Dancer,0.0,Foundation Fun Run,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U061CBW96MA,ao-the-colosseum,3,1stf,Singer,Cupid,0.0,Foundation Fun Run,0.0
2026-01-30,4,C02AC8PS1T7,U019Y7P6XPF,U06A1RN2DQF,ao-the-colosseum,3,1stf,Hank Hill,Prancer,0.0,Foundation’s Friday Burner,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U07KLPGENJ0,ao-the-colosseum,3,1stf,Just Dance,Blitzen,0.0,Foundation Fun Run,0.0
2026-01-05,1,C02AC8PS1T7,U019Y7P6XPF,U07RD0ACG80,ao-the-colosseum,3,1stf,Nemo,Prancer,0.0,Foundation Fun Run,0.0
2026-01-09,1,C02AC8PS1T7,U019Y7P6XPF,U07RD0ACG80,ao-the-colosseum,3,1stf,Nemo,Prancer,0.0,Foundation’s Pearls,0.0
2026-01-30,4,C02AC8PS1T7,U019Y7P6XPF,U07RD0ACG80,ao-the-colosseum,3,1stf,Nemo,Prancer,0.0,Foundation’s Friday Burner,0.0
2026-02-06,5,C02AC8PS1T7,U019Y7P6XPF,U07RD0ACG80,ao-the-colosseum,3,1stf,Nemo,Prancer,0.0,Foundation’s Friday Ladder,0.0
2026-01-09,1,C02AC8PS1T7,U019Y7P6XPF,U087CHQLZ7B,ao-the-colosseum,3,1stf,Scratch and Dent,Dasher,0.0,Foundation’s Pearls,0.0
2026-02-06,5,C02AC8PS1T7,U019Y7P6XPF,U087CHQLZ7B,ao-the-colosseum,3,1stf,Scratch and Dent,Dasher,0.0,Foundation’s Friday Ladder,0.0
2026-01-10,1,C02AC8PS1T7,U019Y7P6XPF,U08QBC4F5C3,ao-the-colosseum,3,1stf,Fish Tape,Vixen,0.0,Foundation’s Tabata of suck it up!,0.0
2026-01-09,1,C02AC8PS1T7,U019Y7P6XPF,U08TD9DD6M6,ao-the-colosseum,3,1stf,Scuba Steve,Vixen,0.0,Foundation’s Pearls,0.0
2026-01-30,4,C02AC8PS1T7,U019Y7P6XPF,U08TD9DD6M6,ao-the-colosseum,3,1stf,Scuba Steve,Vixen,0.0,Foundation’s Friday Burner,0.0
2026-01-10,1,C02AC8PS1T7,U019Y7P6XPF,U0995LDSXNC,ao-the-colosseum,3,1stf,Party in a bottle,Dancer,0.0,Foundation’s Tabata of suck it up!,0.0
2026-02-06,5,C02AC8PS1T7,U019Y7P6XPF,U0995LDSXNC,ao-the-colosseum,3,1stf,Party in a bottle,Dancer,0.0,Foundation’s Friday Ladder,0.0
2026-01-10,1,C02AC8PS1T7,U019Y7P6XPF,U09TZCE75NU,ao-the-colosseum,3,1stf,HandsOn,Dancer,1.0,Foundation’s Tabata of suck it up!,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U016M1Z8NLE,ao-the-colosseum,3,1stf,Happy Camper,Comet,0.0,Nickelback’s Down and Back.,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U016ZUU67BN,ao-the-colosseum,3,1stf,5-Putt,Vixen,0.0,Nickelback’s Down and Back.,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U0171KQRB6D,ao-the-colosseum,3,1stf,vern,Vixen,0.0,Nickelback’s Down and Back.,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U0194BS66MQ,ao-the-colosseum,3,1stf,Binford,NONE,0.0,Nickelback’s Down and Back.,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U01B8FLBHKP,ao-the-colosseum,3,1stf,Nickelback,Rudolph,0.0,Nickelback’s Down and Back.,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U03FQ2U8UJK,ao-the-colosseum,3,1stf,Mapquest,Rudolph,0.0,Nickelback’s Down and Back.,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U04RBT6T8RJ,ao-the-colosseum,3,1stf,Old Maid,Dasher,0.0,Nickelback’s Down and Back.,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U075J9NN91N,ao-the-colosseum,3,1stf,Pop-Tart,Dancer,0.0,Nickelback’s Down and Back.,0.0
2026-01-27,4,C02AC8PS1T7,U01B8FLBHKP,U07698FG143,ao-the-colosseum,3,1stf,Ricochet,Dancer,0.0,Nickelback’s Down and Back.,0.0
2026-02-04,5,C02AC8PS1T7,U01E40PTNFJ,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,Ruck Club,0.0
2026-02-04,5,C02AC8PS1T7,U01E40PTNFJ,U056VUVJ63D,ao-the-colosseum,3,1stf,Napster,Rudolph,0.0,Ruck Club,0.0
2026-02-04,5,C02AC8PS1T7,U01E40PTNFJ,U05QD3D6ZK7,ao-the-colosseum,3,1stf,Caboose,Cupid,0.0,Ruck Club,0.0
2026-02-04,5,C02AC8PS1T7,U01E40PTNFJ,U074T16JBDX,ao-the-colosseum,3,1stf,Deliverance,Prancer,0.0,Ruck Club,0.0
2026-02-04,5,C02AC8PS1T7,U01E40PTNFJ,U0ACS91NF0C,ao-the-colosseum,3,1stf,Marilyn,Unknown Team,<NA>,Ruck Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U016890PYHM,ao-the-colosseum,3,1stf,Bedpan,Donner,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U016M1Z8NLE,ao-the-colosseum,3,1stf,Happy Camper,Comet,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U017X9WAQ9Y,ao-the-colosseum,3,1stf,BoilerUp,Rudolph,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U02A96W697X,ao-the-colosseum,3,1stf,Dauber,Comet,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U03SX99V3PU,ao-the-colosseum,3,1stf,Meta,Comet,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U03TX17L7AQ,ao-the-colosseum,3,1stf,Foreclosure,Rudolph,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U051330RY2J,ao-the-colosseum,3,1stf,Depends (3rdF Q),Prancer,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U05C8DP6YS0,ao-the-colosseum,3,1stf,Algorithm,Comet,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U061CBW96MA,ao-the-colosseum,3,1stf,Singer,Cupid,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U071GSVM24B,ao-the-colosseum,3,1stf,Spit Valve,Prancer,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U07KLPGENJ0,ao-the-colosseum,3,1stf,Just Dance,Blitzen,0.0,Run Club,0.0
2026-02-02,5,C02AC8PS1T7,U02A96W697X,U07LY4K586M,ao-the-colosseum,3,1stf,Moist,Donner,0.0,Run Club,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U017E4NMFQV,ao-the-colosseum,3,1stf,Hanger,Donner,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U02NST5BMKJ,ao-the-colosseum,3,1stf,Dear Abby,Dancer,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U03EPDEKY4U,ao-the-colosseum,3,1stf,Schlitz,Blitzen,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U03FQ2U8UJK,ao-the-colosseum,3,1stf,Mapquest,Rudolph,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U03SX99V3PU,ao-the-colosseum,3,1stf,Meta,Comet,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U03TYSW2933,ao-the-colosseum,3,1stf,The Worm,Prancer,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U04RBT6T8RJ,ao-the-colosseum,3,1stf,Old Maid,Dasher,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U056VUVJ63D,ao-the-colosseum,3,1stf,Napster,Rudolph,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U05C8DP6YS0,ao-the-colosseum,3,1stf,Algorithm,Comet,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U05FDSP0YD7,ao-the-colosseum,3,1stf,Peterbilt,Comet,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U05QD3D6ZK7,ao-the-colosseum,3,1stf,Caboose,Cupid,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U05TUKL5N87,ao-the-colosseum,3,1stf,Zimmer,Dasher,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U061CBW96MA,ao-the-colosseum,3,1stf,Singer,Cupid,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U07698FG143,ao-the-colosseum,3,1stf,Ricochet,Dancer,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U07RD0ACG80,ao-the-colosseum,3,1stf,Nemo,Prancer,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U098XEDSKJN,ao-the-colosseum,3,1stf,Liberty Biberty,Prancer,0.0,Abby’s Scalene triangle,0.0
2026-01-06,1,C02AC8PS1T7,U02NST5BMKJ,U09RGQD77N1,ao-the-colosseum,3,1stf,Circuit City,Prancer,1.0,Abby’s Scalene triangle,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U016M1Z8NLE,ao-the-colosseum,3,1stf,Happy Camper,Comet,0.0,Metas team bootcamp.,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U016V6KHM36,ao-the-colosseum,3,1stf,Dilly Dilly,Vixen,0.0,Meta’s Four Corners of Pain,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U019MT194E7,ao-the-colosseum,3,1stf,Jellystone,Dasher,0.0,Nine Strong on a Warm Winter Ruck,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U019MT194E7,ao-the-colosseum,3,1stf,Jellystone,Dasher,0.0,Meta’s Four Corners of Pain,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,Nine Strong on a Warm Winter Ruck,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U01E40PTNFJ,ao-the-colosseum,3,1stf,Bunker,Cupid,0.0,Metas team bootcamp.,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U02A96W697X,ao-the-colosseum,3,1stf,Dauber,Comet,0.0,Metas team bootcamp.,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U02KN9HUSE6,ao-the-colosseum,3,1stf,Soft Hands,Cupid,0.0,Meta’s Four Corners of Pain,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U02NST5BMKJ,ao-the-colosseum,3,1stf,Dear Abby,Dancer,0.0,Metas team bootcamp.,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U03SX99V3PU,ao-the-colosseum,3,1stf,Meta,Comet,0.0,Nine Strong on a Warm Winter Ruck,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U03SX99V3PU,ao-the-colosseum,3,1stf,Meta,Comet,0.0,Meta’s Four Corners of Pain,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U03SX99V3PU,ao-the-colosseum,3,1stf,Meta,Comet,0.0,Metas team bootcamp.,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U040YRLSFNW,ao-the-colosseum,3,1stf,Rooney,Dasher,0.0,Metas team bootcamp.,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U04H3PWJN5A,ao-the-colosseum,3,1stf,Juanita,Donner,0.0,Meta’s Four Corners of Pain,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U056VUVJ63D,ao-the-colosseum,3,1stf,Napster,Rudolph,0.0,Nine Strong on a Warm Winter Ruck,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U056VUVJ63D,ao-the-colosseum,3,1stf,Napster,Rudolph,0.0,Metas team bootcamp.,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U058F8J3PNK,ao-the-colosseum,3,1stf,Danica,Comet,2.0,Nine Strong on a Warm Winter Ruck,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U058F8J3PNK,ao-the-colosseum,3,1stf,Danica,Comet,2.0,Metas team bootcamp.,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U05QD3D6ZK7,ao-the-colosseum,3,1stf,Caboose,Cupid,0.0,Nine Strong on a Warm Winter Ruck,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U05UDL3EVGR,ao-the-colosseum,3,1stf,Peashooter,Donner,0.0,Nine Strong on a Warm Winter Ruck,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U05ULCL3806,ao-the-colosseum,3,1stf,Mr. Kotter,Donner,0.0,Meta’s Four Corners of Pain,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U061CBW96MA,ao-the-colosseum,3,1stf,Singer,Cupid,0.0,Meta’s Four Corners of Pain,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U06A1RN2DQF,ao-the-colosseum,3,1stf,Hank Hill,Prancer,0.0,Nine Strong on a Warm Winter Ruck,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U06H3QB4KMY,ao-the-colosseum,3,1stf,Mahomes,Comet,0.0,Metas team bootcamp.,0.0
2026-01-07,1,C02AC8PS1T7,U03SX99V3PU,U074T16JBDX,ao-the-colosseum,3,1stf,Deliverance,Prancer,0.0,Nine Strong on a Warm Winter Ruck,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U07698FG143,ao-the-colosseum,3,1stf,Ricochet,Dancer,0.0,Metas team bootcamp.,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U095MNVG2R5,ao-the-colosseum,3,1stf,Kidney Beans,Blitzen,0.0,Metas team bootcamp.,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U098XEDSKJN,ao-the-colosseum,3,1stf,Liberty Biberty,Prancer,0.0,Meta’s Four Corners of Pain,0.0
2026-01-31,4,C02AC8PS1T7,U03SX99V3PU,U09D5VDKC85,ao-the-colosseum,3,1stf,Otto Man,Cupid,0.0,Meta’s Four Corners of Pain,0.0
2026-02-03,5,C02AC8PS1T7,U03SX99V3PU,U0ACS91NF0C,ao-the-colosseum,3,1stf,Marilyn,Unknown Team,<NA>,Metas team bootcamp.,0.0
2026-01-21,3,C02AC8PS1T7,U040R8S1N6P,U019MT194E7,ao-the-colosseum,3,1stf,Jellystone,Dasher,0.0,Ruck Club,0.0
2026-01-21,3,C02AC8PS1T7,U040R8S1N6P,U040R8S1N6P,ao-the-colosseum,3,1stf,Dilbert,Prancer,0.0,Ruck Club,0.0
2026-01-21,3,C02AC8PS1T7,U040R8S1N6P,U056VUVJ63D,ao-the-colosseum,3,1stf,Napster,Rudolph,0.0,Ruck Club,0.0
2026-01-21,3,C02AC8PS1T7,U040R8S1N6P,U05QD3D6ZK7,ao-the-colosseum,3,1stf,Caboose,Cupid,0.0,Ruck Club,0.0
2026-01-21,3,C02AC8PS1T7,U040R8S1N6P,U074T16JBDX,ao-the-colosseum,3,1stf,Deliverance,Prancer,0.0,Ruck Club,0.0
2026-01-02,0,C02AC8PS1T7,U04H3PWJN5A,U02NST5BMKJ,ao-the-colosseum,3,1stf,Dear Abby,Dancer,0.0,21 x 7 w/ Juanita,0.0
2026-01-02,0,C02AC8PS1T7,U04H3PWJN5A,U04H3PWJN5A,ao-the-colosseum,3,1stf,Juanita,Donner,0.0,21 x 7 w/ Juanita,0.0
2026-02-07,5,C02AC8PS1T7,U04H3PWJN5A,U04H3PWJN5A,ao-the-colosseum,3,1stf,Juanita,Donner,0.0,Juanita’s Calendar correction,0.0
2026-01-02,0,C02AC8PS1T7,U04H3PWJN5A,U05ULCL3806,ao-the-colosseum,3,1stf,Mr. Kotter,Donner,0.0,21 x 7 w/ Juanita,0.0
2026-02-07,5,C02AC8PS1T7,U04H3PWJN5A,U05ULCL3806,ao-the-colosseum,3,1stf,Mr. Kotter,Donner,0.0,Juanita’s Calendar correction,0.0
2026-01-02,0,C02AC8PS1T7,U04H3PWJN5A,U07RD0ACG80,ao-the-colosseum,3,1stf,Nemo,Prancer,0.0,21 x 7 w/ Juanita,0.0
2026-02-07,5,C02AC8PS1T7,U04H3PWJN5A,U0995LDSXNC,ao-the-colosseum,3,1stf,Party in a bottle,Dancer,0.0,Juanita’s Calendar correction,0.0
2026-01-02,0,C02AC8PS1T7,U04H3PWJN5A,U09D5VDKC85,ao-the-colosseum,3,1stf,Otto Man,Cupid,0.0,21 x 7 w/ Juanita,0.0
2026-02-07,5,C02AC8PS1T7,U04H3PWJN5A,U09D5VDKC85,ao-the-colosseum,3,1stf,Otto Man,Cupid,0.0,Juanita’s Calendar correction,0.0
2026-01-29,4,C02AC8PS1T7,U04RBT6T8RJ,U02NST5BMKJ,ao-the-colosseum,3,1stf,Dear Abby,Dancer,0.0,Ladder By Threes,0.0
2026-01-29,4,C02AC8PS1T7,U04RBT6T8RJ,U04RBT6T8RJ,ao-the-colosseum,3,1stf,Old Maid,Dasher,0.0,Ladder By Threes,0.0
2026-01-29,4,C02AC8PS1T7,U04RBT6T8RJ,U075J9NN91N,ao-the-colosseum,3,1stf,Pop-Tart,Dancer,0.0,Ladder By Threes,0.0
2026-01-29,4,C02AC8PS1T7,U04RBT6T8RJ,U078VQE2ULB,ao-the-colosseum,3,1stf,Wing Stop,Comet,0.0,Ladder By Threes,0.0
2026-01-29,4,C02AC8PS1T7,U04RBT6T8RJ,U0995LDSXNC,ao-the-colosseum,3,1stf,Party in a bottle,Dancer,0.0,Ladder By Threes,0.0
